US	47917343	R3PN1XBVWUGAX5	B005ONMFQA	904836110	Samsung Epic Touch 4G D710 & Galaxy S2 Sprint Rubberized Purple HARD PROTECTOR COVER CASE SNAP ON PERFECT FIT	Wireless	3	0	0	N	Y	Good item	The item came in earlier than expected and it is exactly as it is described. Purple color is ture to form.  Very happy customer!!!	2012-08-20
US	34072304	R8I1GXQJQJF5Z	B0082XN4PA	564535335	Magellan RoadMate  Navigator	Wireless	3	3	3	Y	N	Serviceable, but missing critical information	I've been using a TomTom GPS for several years, and this Magellan for a few weeks now. Unfortunately I do not like it as much as my older TomTom (a modified 550 XXL).<br /><br />The main screen misses a lot of info that I often use on my TomTom. For example, there is no Time Left, or Current Time, or Total Miles left, or Current Speed. All it has is distance to next turn, and time of arrival. That is truly limiting IMO.<br /><br />The voice on the Magellan sounds too robotic (similar to Garmin). The TomTom voice is so much more natural. It also doesn't give you distances in decimal values. Instead of \\"one point three miles\\" it says \\"one and one third of a mile\\". Kinda forces you to convert values in your head.<br /><br />A decent feature I noticed, however, is inclusion of landmarks in the directions. For example, I can hear it tell me to \\"take a left after the school\\".<br /><br />The touchscreen requires more pressure compared to my older TomTom. Not a biggie, but I did notice it after being used to a more sensitive screen. I did not, however, experience any of the crashes the other reviewers mentioned AFTER I updated to the latest firmware. The thing restarted on me twice before the update, but never after. So I guess the random reboot issue has been fixed?<br /><br />Speaking of the software, the thing wouldn't detect the device on Windows 8. Maybe something is wrong with my Windows 8 system, but I had to use a Windows 7 laptop to update the unit.<br /><br />At this point, it's an OK GPS navigator, but I wouldn't choose this over a TomTom.	2013-04-21
US	32193862	R2IFCSVAWRV6YP	B00AAZ8OS0	704394313	The Roses Dream Designs Fits iPhone 5/5s Case Cover	Wireless	5	1	2	N	Y	Works great for bikes and motorcycles	I've had both an iPhone 4 and 5 version, both work great.  I have one mounted on my bicycle and my motorcycle, never had an issue.  I've read reviews about them popping off, but I've used these for years, riding across the state on the MC and completing 200 and 300 mile rides on my bicycle, and never had an issue.  Only downside is that you have to have it out of a case, and the cradle doesn't work as a standalone case replacement.  Otherwise it does exactly what it's supposed to do.	2013-04-27
US	40886211	R12PWQGQNCC5FU	B00BC42FX8	580134090	Nokia Lumia 822 British Blue Police Box Cover Case	Wireless	5	4	5	N	Y	Better than expected	Based on the design and the price I assume the case quality would be low. However I was happy to find that it is soft, easy to hold, and fits the phone nicely. Overall I am very happy with this product.	2013-04-28
US	5076289	RVUN6QLL9G99G	B008JRSTEU	767874983	Generic Wall Battery Charger with USB Port for Samsung i9300 Galaxy S3 - Non-Retail Packaging - Black	Wireless	2	5	6	N	Y	Wall charger	This is the slowest charger on this earth. I have two and they are the same. There must be something better !	2013-04-29
US	4212968	R28UBW6Q5SX2X8	B00844A3OW	330335799	(4pcs Combo: Phone Case + LCD Screen Protector Film + Stylus Pen + Case Opener) Pink White Flower Green Vine Orange Splash Design Rubberized Snap On Hard Cover Protector Faceplate Skin Case for Verizon LG Enlighten VS700 / Sprint LG Optimus Q Slider LS700 / Straight Talk LG L55C	Wireless	5	0	0	N	N	cant beat the price	Great rubberized hard cover. It was a little darker than I'd expected but very pretty. Has a slight translucent look to it almost like frosted. Doesn't slip because of the rubber feel but slides open and shut easily enough. The little pen is sorta fat and chunky but it works whereas the pointed one my roommate ordered didn't. Overall great purchase for me and showed up within like a day or two	2013-04-29
US	28702000	R3UA9FK9QVRUYH	B00BI3NL0E	742731817	HTC One M7 Screen Protector + Full Body, Skinomi TechSkin Full Coverage Skin + Screen Protector for HTC One M7 Front & Back Clear HD Film	Wireless	4	14	23	N	Y	Ultra Clear	First off let me say AWESOME customer service!! The protective skin is crystal clear and does provide the HTC one (m7) protection, especially if the user does not plan on having an additional protective outer cover case. That said here are some points that past reviews did not mention that would have been very helpful prior to purchasing.<br /><br />1. Back shield flap covers headset speaker----IMPORTANT<br /><br />The back skin has these tiny flaps that are designed to wrap around the One's sides for complete coverage. Generally, the techskin does have the necessary cuts to accommodate the One.  However, the one cut out it lacks is the cut out for the headset speaker, a small hole located at the base of the phone next to the charger port. The issue can be resolved by cutting the small area that covers the headset speaker. I mention defect because it totally obstructs a caller's ability to hear the One's user. In fact, it caused me to believe the liquid required for the techskin's application somehow got into my phone. I only noticed the flap cover over the headset speaker hole as I was removing the techskin to exchange my HTC One.<br /><br />2. The liquid spray<br />Techskin application requires the user to spray a liquid on the skin to prevent it from permanently sticking until the user aligns it properly. I was--and still am---really apprehensive about putting any sort of liquid on my phone whether it's safe or not. I suggest potential buyers watch the application video Skinomi will send them prior to delivery. Here's the link: [...]<br /><br />3. Process not overly easy<br />The sales associate at my carrier's retail store offered to apply my Techskin when it came and it took him about 20 minutes. Despite his meticulous application there were still little pieces of lint from the black Skinomi cloth.  It is worth mentioning, the associate applies a variety of adhesive skins in a month for his customers, so he is pretty versed in application process of Techskins in general.<br /><br />4. The Liquid spray<br />I mention this again because; it was a source of concern for me. Application does not require user to SPRAY THE LIQUID DIRECTLY ON THE PHONE just the skin's adhesive part. However, the liquid does drip to the sides or into the One's front speaker if the user is not careful when smoothing out the skin. Again I would suggest a potential buyer watch the video on application process prior to order to make sure he/she is okay with this part of the application process.<br /><br />5. 12 to 24 hrs. Wait for drying.<br />If you want the skin to stick well to phone and not peel turn it off let it sit in warm environment for the required 12 to 24 hrs. period. This may be a deal breaker for some, but really can apply before bed and let it set through the night for at least 8hrs. According to my resident expert at my carrier's store, warm tempered environment will gel the skin to the phone more removing any blurring areas (true---it worked for me). This does NOT mean to leave your phone in a hot car but a relatively warm area as not overheat. Also, as you use your phone the warm of the battery from use will also accomplish this.<br /><br />6. Can still have an additional outer case but must wait to put on<br />I purchased an Incipio DualPro hard-shell with silicone core cover (LOVE) and it still works great with the Skinomi. According to another reviewer, he also used Skinomi with Otterbox with no worries. Due to the closeness of the Incipio cover putting it on before the required 12 to 24 hrs. will lift the Skinomi corners and sides causing it to bubble up and peel off.<br /><br />7. The sides must be pressed down<br />The sides at first will not stay stuck to the phone unless pressure is applied and the phone is set aside to dry for the required time.<br /><br />8. Customer Care<br />The customer care at Skinomi actually have live people answer their phones. Called when I believed I would have to return my phone and would not haveany use for the techskin. Vanessa was really friendly and helpful. I would definitely purchase from them again.	2013-05-01
US	9188885	RC58IAGDHVAWZ	B005ZSVZRY	630439279	Opteka BP-SC4000 Ultra Thin Solar Powered High Capacity (4000mAh) Backup Battery and Charger for Cell Phones, iPhone, iPod, and Most USB Powered Devices	Wireless	3	0	0	N	Y	Hmmmm	Okay this solar powered SC4000 it's okay but! It dont charge and power back up at the same time?. It takes to long to charge up both with sun light and with power charge....	2013-05-02
US	11156285	R1HLDYWUX2HZM6	B008EHWCJI	865328066	Classic design master works of iphone 4/4S case	Wireless	2	0	0	N	Y	Too flimsy	Doesn't fit well at all.  Too flimsy.  Took it off immediately and replaced with my old one.  At least I didn't pay a lot of $$ for it.	2013-05-03
US	34246511	RA7YE19OKW2EJ	B004WEIH28	574898914	iPhone 4,4S - iPad 2,3 Wall Charger with Detachable USB Data Cable - Retail Packaged	Wireless	5	0	0	N	N	Great Charger	I bought this for to replace my wife's charger that stopped working.  After reading the reviews of different chargers I went for this one.  The Mrs. couldn't be happier.  Good quality, long chord and works every time.  A great product for a great price.	2013-05-04
US	49715047	RQE6TX70918ZS	B004FKUPOC	825356065	BLACK for T-Mobile Comet & Huawei Silicone Case Cover Skin	Wireless	5	0	0	N	Y	Great case!	I ordered this phone case for my boyfriend after he dropped his phone. It's the perfect case! It's easy to put on and easy to take off. I thought it would maybe slip off since it was so easy to put on, but it doesn't slip at all! It stays put and does it's job of protecting his phone very well :).	2011-12-12
US	14890712	R323SW07KE127J	B006673TOA	165081726	Wecase 10ft Long USB Data Charger Sync Cable Cord for iPhone 3G 4G iPod and iPad	Wireless	2	6	8	N	Y	Doesn't support charging	I was so excited to find a long cord for my iPad.  10 feet was going to be awesome.  I plugged it in and I got the yellow triangle with the exclamation point that said charging with this device is incompatible.  I am not returning it since that is more of a hassle than it is worth.	2011-12-21
US	15624890	R1OCP9JI6GTGPQ	B006LB5ONK	545366753	Samsung Galaxy Nexus (Verizon) Premium Combo Pack - Black Silicone Soft Skin Case Cover + ATOM LED Keychain Light + Screen Protector + Micro USB Data Cable + Car Charger	Wireless	4	0	0	N	Y	Good Case, Forgot the flashlight!	The case is nice, it fits the phone without sagging anywhere and the button and port access is nice. Gives a much better feel to the phone than the standard plastic backing. The review said it comes with a keychain flashlight, and so did the packing list, but I didn't get one in my order. Everything else is as expected though.	2011-12-24
US	39398142	R1SSK37F8WTK2C	B003SX0O2A	417546697	Griffin iTrip Auto Universal Plus FM Transmitter for Portable MP3 Players-2010 Packaging	Wireless	1	2	3	N	N	Drains your car battery	I received this product for Christmas when it first came out. At first it was really great and worked fine but eventually we found out that this device drains your car battery at 10x the rate of other devices that you would ever plug into your car. So if you leave the device plugged in while your car is parked, you may end up needing to jump it later which is a huge inconvenience.   Another downside is that on its second birthday the device simply gave up on life and refused to turn on. I contacted Griffin for technical support however since the device is two years old, they told me there was simply nothing they could do for it. Now it's just left to be buried in an electronic waste yard.   If I were you, I'd find something that will at least last and doesn't attempt to murder your car battery every time your head is turned.	2011-12-30
US	48317519	R3RJG0XJM2C8DI	B0048NX2SC	308818880	Premium - Motorola A955/DROID 2 Purple Love Cover - Faceplate - Case - Snap On - Perfect Fit Guaranteed	Wireless	2	0	0	N	N	hmmm....	This case surely does the job, and i do not know if its just because its rubberized or not but ive only had it for a month or two and all the image and color is peeling off... its beautiful up until that point though, and like i said, it does its protecting job, just does not hold up on the good looking end.	2012-01-12
